year,brand,km_driven,mileage,engine,max_power,torque,seats,fuel_type,transmission,owner_count,price
2014,Volkswagen,110558,26.02,2376,199.6,127.3,7,Petrol,Automatic,1,251859
2022,Honda,1347,18.92,2852,161.8,374.4,5,CNG,Automatic,2,181896
2011,Hyundai,110521,21.88,2971,63.9,85.9,6,Diesel,Automatic,3,111368
1996,Tata,40396,21.07,2885,120.4,101.7,5,Electric,Automatic,2,157996
1995,Volkswagen,181431,14.3,2144,84.6,204.5,5,Diesel,Automatic,2,116854
2010,Maruti,80476,18.78,1894,128.6,160.1,7,Petrol,Automatic,3,157646
2006,Renault,179836,23.27,995,59.9,249.8,7,Petrol,Automatic,1,57173
1999,Mahindra,172190,11.0,2229,159.3,329.3,5,Petrol,Automatic,3,171400
1999,Mahindra,2545,22.02,1487,171.8,126.3,4,Diesel,Automatic,2,187124
2021,Hyundai,186293,27.99,2941,64.2,151.9,5,Diesel,Manual,1,126596
2017,Ford,181854,28.28,2301,188.5,113.8,5,Petrol,Manual,2,279569
2003,Mahindra,76867,27.02,973,182.5,99.9,6,Diesel,Manual,3,207810
2003,Renault,52868,14.4,1387,170.3,138.7,6,Diesel,Manual,2,228381
1997,Mahindra,178262,27.18,2595,156.4,188.4,7,Electric,Automatic,3,163615
2013,Kia,131077,12.22,2194,151.2,251.8,4,Petrol,Automatic,3,174747
2010,Mahindra,176783,16.46,942,78.8,85.2,5,Diesel,Automatic,2,45894
2010,Honda,127426,17.94,1700,173.6,288.9,6,Diesel,Manual,3,193017
1997,Hyundai,107672,14.12,2662,129.3,79.4,4,CNG,Manual,1,154753
2014,Mahindra,197226,27.48,2366,92.8,266.8,4,Electric,Automatic,1,105639
2018,Volkswagen,48616,24.72,1891,64.4,338.7,5,Diesel,Automatic,1,110965
2016,Volkswagen,119047,24.29,1599,157.1,249.4,5,Petrol,Manual,3,218801
2018,Mahindra,58473,28.55,801,68.7,393.0,5,Diesel,Automatic,1,109064
1995,Tata,41649,25.22,1536,190.9,192.6,7,Electric,Automatic,2,198204
2018,Hyundai,36473,18.56,2573,191.4,290.4,6,CNG,Manual,3,247620
2014,Mahindra,54382,12.66,1574,161.6,103.9,6,CNG,Manual,3,225481
2005,Maruti,67308,26.56,2481,160.4,309.5,5,Diesel,Manual,3,175217
2011,Honda,33707,24.27,1697,114.2,97.2,7,Diesel,Automatic,2,103612
2002,Honda,82079,22.11,1413,198.6,311.9,7,Electric,Automatic,3,226334
1998,Honda,105588,24.9,1220,92.2,251.8,5,Electric,Automatic,3,78758
2000,Honda,43050,25.1,1835,151.5,390.6,4,Electric,Manual,2,218422
2002,Renault,75823,24.85,1809,146.0,187.2,6,Electric,Automatic,3,144403
2014,Maruti,103065,19.08,877,82.3,317.5,7,Petrol,Automatic,1,90871
1997,Tata,116587,20.69,2387,133.4,271.0,5,Petrol,Manual,3,136243
2010,Tata,103825,26.06,2584,107.8,109.6,6,Electric,Automatic,3,84887
2019,Maruti,34355,28.58,1641,146.9,354.8,5,Petrol,Automatic,3,150722
1997,Maruti,188671,20.32,2277,121.1,185.8,5,Diesel,Automatic,2,140428
2019,Honda,161018,23.86,2912,83.2,283.6,7,Petrol,Automatic,1,62663
2023,Renault,65611,20.15,2117,66.2,160.5,5,CNG,Automatic,1,45718
2012,Tata,50233,18.34,2324,78.6,392.9,4,CNG,Manual,1,61893
2008,Toyota,87823,25.62,2119,134.3,318.3,5,Electric,Automatic,1,207590
2012,Mahindra,160358,12.95,1916,68.9,277.2,5,Diesel,Automatic,2,121809
1996,Volkswagen,49383,18.89,1731,80.3,212.7,4,Electric,Automatic,2,48044
2016,Honda,66240,21.77,2832,54.2,317.7,4,Petrol,Automatic,2,120382
1997,Tata,38499,24.16,869,183.2,381.3,5,CNG,Automatic,1,239136
2010,Tata,163822,27.69,1059,43.9,392.3,4,CNG,Manual,2,30000
2023,Tata,175154,13.23,1902,67.2,364.6,6,CNG,Automatic,2,42943
2003,Kia,182138,18.29,1421,160.1,225.9,4,Electric,Manual,3,195581
1998,Volkswagen,117450,14.55,1053,71.6,358.6,4,Diesel,Automatic,3,30555
1995,Renault,138004,20.97,2874,142.5,167.0,7,CNG,Automatic,2,142002
1998,Tata,43643,14.09,1849,65.1,189.0,4,Diesel,Manual,3,109357
1995,Hyundai,77250,14.8,2455,129.5,281.7,6,Diesel,Manual,3,165722
2008,Toyota,174784,12.43,2618,167.1,324.4,5,Electric,Automatic,1,193379
2015,Tata,142175,21.3,1647,46.1,366.7,4,Electric,Automatic,1,66195
2010,Kia,144324,26.02,1751,185.9,332.3,5,CNG,Manual,3,182902
2014,Hyundai,24076,12.51,2764,56.0,172.3,4,Petrol,Automatic,1,120291
2018,Tata,7174,25.87,907,116.4,258.2,6,CNG,Manual,3,124731
2002,Volkswagen,88593,29.3,2355,194.2,167.1,4,Electric,Manual,1,206602
2001,Volkswagen,19029,19.56,2204,57.1,264.1,7,Petrol,Manual,3,71028
1997,Volkswagen,199624,20.7,1238,131.3,84.5,5,Electric,Automatic,3,181789
2011,Ford,68579,25.24,2114,85.1,206.1,7,Electric,Manual,3,81643
1995,Renault,179773,25.02,2374,170.3,149.9,7,Diesel,Automatic,3,176682
2010,Kia,124358,12.16,2794,138.8,207.5,7,Petrol,Manual,2,162224
2006,Mahindra,67740,26.57,1806,148.1,396.3,5,Diesel,Automatic,3,204650
2021,Kia,57202,12.19,932,187.1,225.4,4,CNG,Manual,1,190036
2013,Kia,153936,21.33,1064,106.5,353.7,5,Petrol,Automatic,3,116342
2016,Ford,196059,20.05,2958,191.5,148.3,7,Electric,Automatic,1,263494
2017,Hyundai,121079,26.55,2998,112.4,76.8,5,Diesel,Manual,3,163225
2016,Renault,153997,12.71,1209,79.6,129.9,6,Electric,Manual,2,100204
2008,Mahindra,81913,22.9,1077,60.1,237.8,4,Electric,Automatic,3,37369
2000,Renault,90487,27.9,1396,124.1,174.3,6,Petrol,Automatic,3,97227
2000,Hyundai,70800,21.05,2037,194.6,245.5,4,CNG,Manual,3,275257
2007,Ford,2073,27.32,1630,84.1,362.3,7,Petrol,Automatic,2,58114
2013,Mahindra,48209,27.67,2886,115.4,135.2,5,Diesel,Automatic,3,111089
2016,Toyota,86210,15.06,2045,184.0,257.5,5,Petrol,Manual,2,255598
2002,Volkswagen,8873,27.6,1777,107.1,184.8,7,Diesel,Manual,2,96395
2021,Tata,132112,23.65,1739,98.7,185.3,4,Electric,Manual,3,110730
2021,Mahindra,2655,27.21,2797,133.9,193.7,5,CNG,Manual,2,142560
1996,Tata,185858,15.29,1635,155.6,296.8,5,Electric,Automatic,2,155783
2015,Kia,11938,17.57,2960,159.6,125.6,4,Electric,Manual,3,151597
1995,Maruti,182568,22.06,2726,76.6,120.7,6,Diesel,Manual,1,51471
2022,Maruti,60533,25.08,2944,48.1,146.7,4,CNG,Manual,1,30000
2009,Tata,1930,29.65,1566,183.4,360.9,7,Petrol,Manual,3,195880
1995,Hyundai,146686,11.37,1985,164.8,330.3,7,Petrol,Manual,2,191691
1999,Renault,27090,20.83,877,128.5,366.2,4,Diesel,Manual,3,162696
2022,Ford,92674,20.96,2216,191.9,372.3,4,Electric,Automatic,1,241863
2023,Tata,43849,28.12,2031,186.2,280.5,6,CNG,Automatic,2,234435
2010,Toyota,117917,14.72,2327,115.6,348.7,4,CNG,Automatic,3,137297
2013,Kia,59032,13.19,1607,132.7,389.6,6,Diesel,Automatic,1,120751
1998,Ford,9162,19.65,2521,152.7,347.6,5,Diesel,Manual,2,170871
1997,Ford,69948,24.52,2982,119.7,207.4,5,Diesel,Manual,3,139248
2011,Mahindra,150606,29.44,1218,80.0,205.8,4,Diesel,Manual,1,124798
2011,Maruti,42858,21.44,847,153.4,227.3,6,Electric,Manual,1,185685
2006,Hyundai,105248,24.51,2777,134.5,166.5,6,CNG,Manual,2,196674
2022,Renault,61174,15.57,2003,150.9,264.7,6,Petrol,Manual,3,208607
2023,Mahindra,70314,23.53,2228,101.4,248.4,5,CNG,Automatic,1,124536
2008,Hyundai,7658,14.85,1791,143.8,247.3,7,CNG,Manual,1,160450
2015,Mahindra,130148,19.91,2263,113.0,174.4,7,Petrol,Manual,2,97368
2000,Renault,137179,10.93,1696,62.6,165.9,4,Diesel,Manual,3,67912
1997,Toyota,180729,16.47,1498,46.2,248.4,4,Diesel,Automatic,1,91642
2022,Honda,67413,25.64,2509,173.5,296.9,7,Electric,Manual,1,175423
2003,Mahindra,7836,11.36,1490,169.1,258.8,7,Electric,Manual,3,183276
1999,Ford,93424,16.37,2373,55.0,231.8,4,Diesel,Automatic,1,43261
2018,Hyundai,119398,13.41,1587,71.3,345.9,6,Electric,Automatic,2,70752
2023,Maruti,154703,22.55,900,143.5,207.6,5,Diesel,Automatic,1,128193
2011,Mahindra,138127,24.88,2058,135.1,237.2,7,CNG,Manual,1,162791
2008,Ford,138655,12.2,1985,126.7,360.8,6,Diesel,Manual,2,198753
2015,Renault,121589,20.46,1937,71.8,150.0,5,Electric,Automatic,2,133919
1997,Renault,120141,23.63,972,75.4,241.8,7,CNG,Manual,2,124869
2022,Volkswagen,193268,29.8,1791,110.4,352.0,7,CNG,Automatic,2,183044
1995,Kia,54166,14.36,2003,152.1,346.0,6,CNG,Manual,2,132349
2014,Maruti,34387,11.47,2352,141.5,96.5,4,Diesel,Manual,1,219315
2023,Ford,107205,15.16,1327,100.4,241.0,5,CNG,Manual,3,84060
2015,Volkswagen,141676,21.21,1551,155.4,207.6,6,Petrol,Manual,3,219803
2017,Renault,71997,22.66,1313,137.6,64.6,6,Petrol,Automatic,2,157810
1995,Tata,148716,17.57,1778,58.2,309.3,6,Petrol,Manual,1,64065
1997,Volkswagen,94945,18.68,2359,184.4,226.7,6,Petrol,Automatic,1,176338
2012,Toyota,181130,20.96,1528,196.1,127.2,7,Diesel,Automatic,2,236614
2019,Ford,3644,13.11,2239,143.8,268.9,4,Diesel,Manual,1,226041
2004,Honda,39272,29.24,2345,59.1,67.0,5,Petrol,Automatic,2,86715
2016,Hyundai,152280,23.46,1589,74.4,388.4,4,CNG,Manual,1,43593
2020,Tata,129254,20.42,2185,67.0,244.2,7,CNG,Automatic,1,126528
1997,Hyundai,13709,24.64,1084,90.7,163.4,5,Diesel,Manual,1,88619
2002,Tata,197759,11.98,2099,181.2,394.6,4,Petrol,Manual,3,234144
2008,Volkswagen,106587,25.73,2730,48.7,282.9,7,Diesel,Automatic,3,43015
2018,Honda,73414,13.85,1994,53.2,280.0,7,Petrol,Manual,3,49247
2012,Hyundai,72404,11.6,1501,178.3,244.3,4,CNG,Manual,2,183413
2009,Renault,172862,27.69,1392,196.8,265.6,6,Petrol,Automatic,3,194220
2016,Toyota,74556,24.05,2570,185.5,351.2,4,CNG,Automatic,1,214312
2017,Toyota,78057,10.77,1912,87.7,392.1,7,CNG,Automatic,3,81855
1996,Ford,139612,28.63,2916,60.8,219.4,4,Electric,Automatic,1,30392
2021,Renault,109126,29.96,1387,168.2,392.5,6,Petrol,Automatic,2,199209
2004,Kia,49507,22.37,2737,129.2,129.2,5,Electric,Automatic,3,146195
1996,Volkswagen,184453,12.93,816,128.6,191.8,6,CNG,Automatic,1,147726
2020,Renault,69760,20.32,2460,82.0,344.0,7,CNG,Manual,2,111826
2011,Toyota,23896,23.55,1492,130.4,343.9,7,Petrol,Automatic,2,124370
2002,Hyundai,40101,13.7,2939,85.8,98.3,6,CNG,Automatic,3,138324
1995,Volkswagen,20197,17.75,2418,108.9,173.8,4,Diesel,Automatic,2,121243
2003,Mahindra,10472,12.18,2352,108.6,230.3,4,CNG,Manual,3,94183
2005,Ford,130892,21.61,1069,147.0,244.0,4,Diesel,Automatic,1,127659
2016,Hyundai,20931,16.87,2793,189.0,177.1,4,CNG,Automatic,2,191349
2010,Toyota,75942,17.05,1545,141.5,296.9,4,CNG,Automatic,2,148751
2001,Tata,179131,19.2,2496,91.9,93.1,6,Electric,Automatic,2,104406
2023,Renault,86301,15.06,1171,185.2,264.7,7,CNG,Automatic,2,220301
2004,Volkswagen,196524,22.34,1848,85.9,293.6,6,Electric,Manual,2,120081
2017,Tata,19870,23.43,870,145.1,134.6,4,Diesel,Automatic,3,166865
2020,Tata,184901,15.02,1714,134.5,66.5,5,Petrol,Manual,3,130888
1997,Tata,74686,25.41,2072,58.9,197.1,6,Diesel,Automatic,1,54273
2012,Toyota,117009,11.07,937,119.2,220.6,5,Petrol,Automatic,3,124227
2019,Honda,169922,23.84,2899,148.2,382.7,6,Petrol,Automatic,2,213897
2018,Maruti,1233,18.69,1275,143.2,341.8,4,Diesel,Manual,1,132225
2007,Hyundai,167976,22.44,2623,146.9,108.9,4,Diesel,Manual,3,173904
2022,Hyundai,119408,17.96,1983,178.2,370.7,6,Diesel,Automatic,2,193656
2020,Volkswagen,113753,17.56,1521,105.9,132.3,5,CNG,Automatic,1,148527
2001,Ford,27674,12.87,1365,173.8,350.0,5,Diesel,Automatic,1,167017
2019,Tata,166081,24.26,2343,186.7,125.0,4,Electric,Automatic,3,261868
1998,Renault,79197,16.0,2612,123.1,217.7,6,Petrol,Manual,1,175722
2007,Kia,86007,18.61,2535,187.2,216.9,6,Diesel,Manual,3,246161
2014,Mahindra,131484,25.16,1388,183.9,284.5,4,CNG,Manual,3,186722
1995,Honda,140077,14.6,2280,173.9,203.9,4,Petrol,Manual,2,240212
2002,Toyota,25765,19.02,1667,142.2,189.9,7,CNG,Manual,3,153571
2008,Renault,178897,16.38,1909,115.1,63.5,4,CNG,Automatic,2,118654
2010,Honda,162828,24.31,2813,79.2,209.0,7,Diesel,Manual,1,57699
2008,Hyundai,138660,29.25,2327,112.6,387.7,4,Electric,Manual,1,111394
2006,Ford,18080,29.01,987,186.1,152.0,5,CNG,Automatic,2,180040
2013,Toyota,132244,19.94,2066,86.5,195.9,5,Diesel,Manual,1,134998
2017,Renault,110899,13.38,2288,177.2,110.4,7,Electric,Automatic,1,218031
2009,Maruti,120895,29.32,1315,108.2,79.8,6,Electric,Automatic,2,99689
2022,Renault,123640,27.82,1110,166.8,81.6,6,Petrol,Manual,3,209111
1996,Mahindra,137445,13.17,1500,100.0,298.7,6,Petrol,Automatic,3,144152
1996,Hyundai,9056,15.47,2011,55.5,100.3,7,Diesel,Manual,3,48820
2017,Maruti,13673,12.22,1030,102.4,337.9,7,Electric,Automatic,3,151022
2016,Tata,11718,29.12,2228,182.8,242.1,4,Diesel,Automatic,3,230588
2013,Kia,77725,11.42,1362,114.2,386.4,7,Petrol,Automatic,2,127043
2019,Kia,54161,17.89,1915,101.0,95.0,7,CNG,Manual,1,156310
2020,Kia,142596,26.76,816,199.5,71.7,6,CNG,Manual,2,216808
2023,Toyota,174888,20.86,1590,124.8,356.5,7,Diesel,Manual,2,160998
2016,Tata,22227,20.33,1942,45.0,360.8,6,Petrol,Automatic,2,85458
2020,Volkswagen,50357,17.66,1758,58.6,356.0,5,Electric,Manual,2,86924
2020,Tata,124254,10.18,2030,89.6,193.2,7,CNG,Manual,1,132147
2016,Mahindra,137103,12.99,1759,175.8,214.3,5,CNG,Manual,1,213076
2011,Hyundai,103512,21.55,1137,116.0,399.0,6,Petrol,Automatic,2,149714
2014,Ford,34546,26.04,1044,47.7,329.9,6,Petrol,Automatic,2,30000
2004,Maruti,139463,22.94,1377,72.6,253.0,4,Diesel,Automatic,2,105257
2000,Tata,29947,25.2,2736,61.2,220.9,7,Diesel,Automatic,1,30000
2009,Mahindra,152233,14.13,962,164.6,271.2,4,CNG,Manual,1,224127
2016,Mahindra,66950,21.25,2151,80.0,264.0,6,Electric,Manual,1,93900
2005,Renault,55660,17.42,1461,107.7,346.3,6,Electric,Manual,1,132909
2022,Kia,90137,16.69,1570,130.2,123.7,5,Electric,Automatic,3,155697
1999,Ford,192528,18.49,1189,173.6,180.4,6,Petrol,Manual,1,174451
1995,Volkswagen,168422,27.43,1248,101.3,171.9,5,CNG,Manual,2,108491
2002,Renault,25073,27.7,1250,49.4,394.5,5,Diesel,Manual,3,72233
2015,Hyundai,175068,25.77,1664,50.4,342.6,4,Electric,Automatic,3,50795
2022,Hyundai,52892,17.52,1980,62.3,337.4,7,Electric,Automatic,3,72854
2006,Renault,55115,10.49,2830,172.5,186.8,7,Petrol,Automatic,3,161900
2006,Tata,155009,17.34,2907,108.0,236.5,7,Petrol,Automatic,3,123189
1999,Renault,170067,26.51,1564,152.0,340.0,6,CNG,Automatic,2,194392
2001,Kia,164394,11.96,1052,160.6,279.3,7,Electric,Manual,3,160392
1998,Kia,167237,23.37,1286,171.4,385.8,7,Petrol,Manual,1,210346
2000,Tata,72994,27.18,2374,108.8,86.8,4,CNG,Manual,1,127145
2007,Renault,15614,19.36,1344,66.6,153.8,6,Petrol,Manual,2,30000
2014,Hyundai,137106,10.85,2967,174.5,60.6,4,Diesel,Automatic,2,217010
2009,Renault,189755,20.06,1488,124.0,110.8,4,CNG,Automatic,1,141738
1997,Honda,38947,23.85,1068,114.5,142.9,7,Petrol,Manual,2,90168
2017,Maruti,66637,23.13,1953,154.7,316.4,6,Diesel,Automatic,2,144667
2002,Ford,199304,20.24,1953,171.9,227.4,5,Petrol,Manual,1,245153
2014,Maruti,165000,22.06,2428,157.4,263.7,6,Electric,Automatic,3,209062
2010,Maruti,163789,15.54,1768,63.8,66.8,6,Petrol,Automatic,1,93844
2007,Maruti,123560,14.25,829,154.7,75.7,4,Diesel,Manual,3,191787
2012,Toyota,98070,27.73,2369,48.4,219.4,7,Electric,Automatic,3,57782
2022,Toyota,85512,15.77,2374,181.5,141.0,5,Petrol,Manual,2,223743
2004,Volkswagen,168205,23.85,2321,188.0,180.2,5,Petrol,Manual,2,238546
2013,Tata,75903,13.68,1630,124.6,289.8,4,CNG,Automatic,3,169530
2011,Volkswagen,100678,18.6,1727,74.1,322.7,6,Electric,Automatic,3,58696
2018,Honda,161613,12.84,1979,94.0,266.9,4,Petrol,Automatic,1,94940
2013,Volkswagen,181187,15.89,1451,182.0,336.8,4,Electric,Manual,1,220626
2022,Tata,103865,13.59,1071,193.9,303.1,7,Electric,Manual,2,242778
2020,Ford,141345,29.12,2455,49.2,174.0,7,Electric,Manual,2,45646
2017,Maruti,49857,10.32,1532,42.2,371.7,6,Diesel,Manual,3,30000
2020,Tata,5448,16.95,1018,127.9,283.7,6,Petrol,Manual,2,194067
1999,Volkswagen,47010,22.59,908,72.2,140.8,4,CNG,Automatic,2,94277
2020,Maruti,55904,27.57,1816,167.3,389.9,6,Diesel,Automatic,2,172439
2015,Ford,85956,29.93,1990,197.2,100.7,6,CNG,Manual,3,248194
2017,Volkswagen,192904,22.17,2061,54.1,327.3,6,Electric,Automatic,1,35184
2003,Mahindra,88334,28.36,1726,46.6,361.8,5,Electric,Automatic,3,37672
2006,Volkswagen,179733,28.97,895,107.5,182.4,6,Petrol,Manual,2,127666
2015,Toyota,78294,20.74,2989,91.9,297.6,4,Electric,Manual,2,129891
1995,Maruti,11661,12.32,2160,101.7,317.4,4,Electric,Manual,3,89417
2020,Kia,43134,20.04,1419,92.2,96.8,6,CNG,Manual,2,74579
2020,Ford,107521,19.68,1537,58.6,365.8,7,Electric,Manual,1,66813
1995,Hyundai,64280,20.96,873,182.3,85.7,6,Petrol,Automatic,3,248610
2009,Toyota,129613,17.05,2933,40.7,279.7,7,Electric,Manual,3,35422
1996,Toyota,196198,23.37,1538,61.1,281.9,6,Diesel,Automatic,1,91589
2016,Renault,77394,19.3,2008,77.0,328.2,5,CNG,Manual,1,81083
2010,Hyundai,25402,21.42,2497,107.0,326.7,7,Diesel,Manual,2,158792
2019,Mahindra,69733,16.04,1013,66.1,128.1,6,Petrol,Manual,3,119163
2002,Volkswagen,73218,18.81,973,101.3,343.9,6,Diesel,Automatic,1,81784
2007,Renault,193641,24.27,2229,51.3,166.0,6,CNG,Manual,2,91790
2015,Tata,80475,12.15,2379,116.5,238.1,5,Petrol,Manual,1,138212
1995,Toyota,73526,26.02,2489,142.0,245.6,7,Diesel,Manual,3,162286
2010,Mahindra,85108,18.46,885,174.0,219.5,7,Electric,Automatic,2,231491
2023,Hyundai,99394,29.5,838,150.4,324.2,6,Diesel,Manual,1,221330
2001,Mahindra,44669,20.62,2584,77.2,239.1,7,CNG,Manual,2,115775
1999,Honda,189278,11.14,917,141.6,230.2,5,Electric,Manual,2,155885
2016,Honda,56342,20.22,2231,79.8,149.9,5,Petrol,Manual,3,99485
2023,Ford,193814,20.58,2055,127.2,163.0,7,Petrol,Automatic,1,168763
2017,Honda,5672,23.33,844,151.3,269.9,4,Petrol,Automatic,3,159365
1997,Toyota,95404,13.29,1341,109.8,186.1,7,Petrol,Manual,2,142490
2006,Ford,80221,19.53,2479,62.9,176.8,6,Electric,Manual,1,112719
2020,Honda,93921,17.74,2953,59.8,191.6,4,Electric,Manual,1,112019
2010,Volkswagen,109845,28.35,2903,87.9,306.3,6,CNG,Manual,1,148505
2013,Volkswagen,129261,15.92,1822,80.7,102.0,5,Petrol,Automatic,3,106387
1999,Hyundai,82797,10.36,1661,51.5,327.2,6,Petrol,Manual,3,31053
2016,Volkswagen,187931,19.95,1608,49.5,173.7,7,Petrol,Automatic,2,78553
2019,Ford,73708,29.26,1221,58.7,143.1,6,Electric,Automatic,2,42125
2023,Mahindra,118461,22.85,2214,163.0,363.4,5,Diesel,Manual,3,204417
2008,Maruti,176656,22.02,1090,169.0,354.2,6,Petrol,Manual,1,179526
2022,Volkswagen,2583,26.65,1991,169.4,162.1,4,Electric,Manual,3,221506
1999,Renault,194232,13.1,1834,51.6,112.8,5,CNG,Automatic,1,91528
2009,Honda,148131,17.07,1342,69.3,398.5,6,CNG,Automatic,1,50523
2011,Ford,138850,14.17,2393,50.3,116.6,6,CNG,Manual,1,30000
2008,Tata,136318,17.68,1085,83.4,383.0,5,Diesel,Manual,3,121410
2014,Volkswagen,16719,11.12,2365,141.0,162.3,5,Diesel,Manual,3,136398
1999,Tata,4003,18.21,1705,148.5,254.0,4,Petrol,Automatic,3,193150
2006,Renault,191129,12.96,2309,90.2,172.2,6,CNG,Automatic,3,83499
2010,Toyota,135003,22.41,2081,173.2,170.4,5,Electric,Manual,3,174062
2020,Toyota,176116,19.61,1456,63.3,171.3,4,CNG,Manual,1,95036
2020,Honda,15445,23.35,2187,51.4,389.7,4,Diesel,Automatic,3,56735
2010,Maruti,144331,18.83,2906,143.9,271.1,5,Electric,Automatic,2,163007
2015,Volkswagen,132017,22.52,2584,46.8,360.2,5,CNG,Automatic,1,91945
2001,Honda,63501,12.0,2139,109.4,352.4,4,Electric,Automatic,1,143653
1998,Maruti,106254,13.3,2507,108.4,203.8,6,Petrol,Automatic,1,138134
1995,Tata,121259,29.35,2587,83.8,392.2,7,CNG,Automatic,1,79792
1999,Renault,46458,26.8,2033,88.4,226.1,6,Electric,Manual,3,61717
2017,Honda,143003,21.18,1314,179.7,172.2,4,Petrol,Manual,3,229499
2020,Toyota,187489,29.97,2840,65.5,193.2,7,CNG,Automatic,3,134236
2004,Mahindra,134146,10.72,2061,187.9,220.6,7,CNG,Automatic,2,244431
2016,Ford,61310,29.56,2364,118.9,294.8,4,CNG,Automatic,2,100518
1999,Tata,170342,11.2,2508,194.9,143.3,5,Petrol,Manual,1,249263
1998,Hyundai,40247,22.85,2037,44.9,345.6,7,Electric,Manual,3,86879
1996,Ford,86410,21.67,943,57.8,174.0,7,Electric,Manual,1,90373
2014,Renault,21868,27.51,1335,78.3,364.8,6,CNG,Manual,3,140377
2004,Maruti,53823,21.68,1485,43.1,388.2,4,CNG,Automatic,3,30000
2020,Tata,42052,14.42,1324,154.0,162.4,4,Diesel,Manual,3,152111
2013,Kia,23789,14.31,2682,149.0,83.4,5,Diesel,Automatic,3,198988
2020,Ford,136208,24.68,1415,188.0,68.3,6,Diesel,Automatic,3,235681
1995,Mahindra,96925,26.69,2754,138.0,366.5,5,Electric,Manual,3,177919
2018,Volkswagen,41363,19.72,892,78.2,261.1,4,Diesel,Automatic,1,78697
1999,Volkswagen,166935,26.13,2050,110.5,337.2,4,Electric,Automatic,3,119154
2007,Kia,52418,13.13,2698,119.9,378.7,4,Petrol,Automatic,3,140156
1998,Hyundai,154575,20.64,2318,86.9,312.1,5,Petrol,Manual,3,96486
2010,Ford,53591,19.56,1828,60.4,325.5,7,Electric,Automatic,2,46896
2018,Kia,163093,26.59,2239,66.1,158.9,4,Diesel,Automatic,2,124718
2010,Hyundai,70193,28.38,1311,197.7,351.1,4,Diesel,Manual,2,232187
2017,Volkswagen,28683,12.27,1923,166.6,72.6,7,Diesel,Manual,3,236988
1996,Tata,15214,21.65,1151,141.2,160.4,6,Diesel,Automatic,1,136223
2011,Kia,176388,18.32,1217,102.4,74.1,5,CNG,Manual,3,116404
2022,Honda,111287,19.54,2163,134.3,311.1,5,Petrol,Automatic,3,123203
2021,Renault,138792,26.68,1853,56.5,266.0,6,Electric,Manual,3,117679
2014,Mahindra,128291,23.42,1338,73.8,361.8,4,Petrol,Manual,1,76462
2018,Ford,37130,20.16,1798,112.6,332.7,5,Petrol,Manual,1,97044
2006,Honda,189654,21.24,844,57.0,118.0,4,Petrol,Manual,3,107472
2012,Renault,132768,27.09,943,198.1,91.1,5,CNG,Manual,1,257690
1997,Hyundai,68612,26.74,929,194.8,387.7,6,CNG,Automatic,1,181680
2022,Renault,90893,16.84,1201,76.5,68.0,5,CNG,Automatic,2,111507
1995,Hyundai,19663,12.27,1811,121.8,352.9,6,Electric,Automatic,3,104301
1995,Ford,186227,13.13,2516,49.3,65.1,5,CNG,Automatic,2,30000
2023,Hyundai,147262,16.45,1947,43.7,398.1,6,Electric,Automatic,3,98129
2013,Ford,171605,29.31,1880,131.3,87.3,5,Electric,Automatic,1,202262
2005,Maruti,30263,28.64,2169,77.1,141.6,5,CNG,Manual,3,55519
1999,Tata,182945,28.03,905,41.9,381.5,7,CNG,Manual,3,30000
2006,Volkswagen,133941,21.27,1488,65.9,303.5,4,CNG,Manual,2,45376
1997,Ford,45579,19.96,1237,136.6,399.5,6,Diesel,Automatic,1,167693
1995,Toyota,35867,14.98,1242,157.3,132.0,7,CNG,Automatic,3,191709
1995,Maruti,86847,23.57,2148,111.9,248.2,7,Diesel,Manual,1,92677
2002,Tata,141658,27.62,1203,151.7,180.9,7,Diesel,Manual,2,215610
2004,Toyota,105984,26.81,1932,93.1,236.2,4,Petrol,Manual,1,156072
2005,Honda,185487,25.21,1873,80.0,346.9,7,Petrol,Manual,2,55882
2006,Toyota,53155,14.88,915,88.4,143.0,7,CNG,Automatic,3,126830
2023,Tata,54020,21.52,1713,82.6,350.4,7,Electric,Automatic,3,133945
2007,Mahindra,134634,14.5,2719,46.1,75.4,6,CNG,Manual,2,74334
2006,Hyundai,149108,26.08,1508,187.2,150.5,7,Petrol,Manual,2,177858
2008,Hyundai,183271,28.45,1088,128.9,210.8,6,Electric,Manual,2,187110
1996,Honda,85399,28.76,1703,96.4,375.9,4,Petrol,Manual,3,97491
2023,Tata,108470,28.4,2812,111.3,238.5,4,Petrol,Manual,3,190931
2013,Maruti,75555,15.7,1322,97.0,249.1,4,CNG,Automatic,1,157894
2012,Ford,136169,14.2,876,159.7,100.1,4,Diesel,Automatic,1,152827
1997,Renault,144116,11.65,2494,143.5,330.7,7,CNG,Manual,3,193151
2017,Ford,142858,24.98,2262,197.8,165.5,7,Diesel,Automatic,3,277981
2011,Honda,87834,29.24,2716,130.7,223.0,6,CNG,Automatic,1,154194
2020,Tata,172755,12.38,1818,67.4,255.6,6,CNG,Automatic,3,104530
2002,Toyota,38488,19.55,1143,146.6,234.5,7,Petrol,Manual,3,184415
2023,Mahindra,60447,15.46,1662,52.4,153.8,5,Electric,Automatic,3,59371
2020,Honda,83424,24.59,1885,85.0,385.2,5,CNG,Manual,3,142161
